Disease,Cure name
Taenia asiatica,"Praziquantel, Albendazole"
Vibrio metschnikovii,"Ciprofloxacin, Gentamicin"
Leishmania peruviana,"Amphotericin B, Pentavalent antimonials"
Brachyspira pilosicoli,"Metronidazole, Tetracycline"
Salmonella anatum,"Ciprofloxacin, Azithromycin, Ceftriaxone"
Aspergillus pallidus,"Voriconazole, Itraconazole"
Aspergillus clavatus,"Voriconazole, Itraconazole"
Aeromonas veronii,"Ciprofloxacin, Gentamicin"
Mycoplasmoides gallisepticum,"Tetracycline, Erythromycin"
Clostridium ljungdahlii,"Metronidazole, Vancomycin"
Aspergillus restrictus,"Voriconazole, Itraconazole"
Simian hemorrhagic fever virus,"No cure exists, but supportive care can be provided"
Porcine reproductive and respiratory syndrome virus,"No cure exists, but supportive care can be provided"
Mycolicibacterium peregrinum,"Isoniazid, Rifampicin"
Porphyromonas cangingivalis,"Metronidazole, Amoxicillin"
Bartonella clarridgeiae,"Azithromycin, Doxycycline"
Mycobacterium szulgai,"Isoniazid, Rifampicin, Ethambutol"
Helicobacter bizzozeronii,"Clarithromycin, Amoxicillin, Metronidazole"
Kingella kingae,"Ceftriaxone, Ciprofloxacin, Gentamicin"
Escherichia coli,"Ciprofloxacin, Amoxicillin, Ceftriaxone"
Klebsiella variicola,"Ciprofloxacin, Gentamicin, Ceftriaxone"
Neisseria meningitidis,"Ceftriaxone, Penicillin, Chloramphenicol"
Staphylococcus aureus,"Methicillin, Vancomycin, Linezolid"
Plasmodium falciparum,"Chloroquine, Artemisinin, Mefloquine"
Rickettsia africae,"Doxycycline, Chloramphenicol"
Rickettsia slovaca,"Doxycycline, Chloramphenicol"
Rickettsia sibirica,"Doxycycline, Chloramphenicol"
Staphylococcus lugdunensis,"Methicillin, Vancomycin, Linezolid"
Staphylococcus pseudintermedius,"Methicillin, Vancomycin, Linezolid"
Streptococcus salivarius,"Penicillin, Amoxicillin, Ceftriaxone"
Streptococcus oralis,"Penicillin, Amoxicillin, Ceftriaxone"
Avian erythroblastosis virus,"No cure exists, but supportive care can be provided"
Hepatitis delta virus genotype I,"Peginterferon alfa-2a, Ribavirin"
Mumps virus,"Mumps vaccine, Ribavirin"
Avian erythroblastosis virus,No cure
Bacillus thuringiensis subsp. konkukian,No cure (note: this is a bacterium that is generally not harmful to humans and is used as a biopesticide)
Fusarium virguliforme,"Voriconazole, Amphotericin B"
Vaccinia virus,"Vaccinia immune globulin, Brincidofovir"
Mycobacterium celatum,"Isoniazid, Rifampicin, Ethambutol"
Mycobacterium lepraemurium,"Dapsone, Clofazimine, Rifampicin"
Mycobacterium simiae,"Isoniazid, Rifampicin, Ethambutol"
Streptococcus acidominimus,"Penicillin, Ceftriaxone"
Streptococcus alactolyticus,"Penicillin, Ceftriaxone"
Streptococcus canis,"Penicillin, Ceftriaxone"
Streptococcus porcinus,"Penicillin, Ceftriaxone"
Salmonella typhimurium,"Ciprofloxacin, Azithromycin"
Salmonella blockley,"Ciprofloxacin, Azithromycin"
Salmonella bongori,"Ciprofloxacin, Azithromycin"
Salmonella diarizonae,"Ciprofloxacin, Azithromycin"
Salmonella enterica VII,"Ciprofloxacin, Azithromycin"
Salmonella enterica I,"Ciprofloxacin, Azithromycin"
Salmonella hadar,"Ciprofloxacin, Azithromycin"
Salmonella typhisuis,"Ciprofloxacin, Azithromycin"
Scedosporium boydii,"Voriconazole, Amphotericin B"
Clostridium innocuum,"Metronidazole, Vancomycin"
Human adenovirus D serotype 15,No cure (note: treatment is mainly supportive)
Human adenovirus D serotype 15/H9,No cure (note: treatment is mainly supportive)
Bovine coronavirus,No cure (note: treatment is mainly supportive)
Murine coronavirus,No cure (note: treatment is mainly supportive)
Porcine transmissible gastroenteritis coronavirus,No cure (note: treatment is mainly supportive)
Avian infectious bronchitis virus,No cure (note: treatment is mainly supportive)
Avian sarcoma virus,No cure (note: treatment is mainly supportive)
Streptococcus sp. group G,"Penicillin, Ceftriaxone"
Avian sarcoma virus (strain S2),No cure (note: treatment is mainly supportive)
Rous sarcoma virus (strain H-19),No cure (note: treatment is mainly supportive)
Rous sarcoma virus (strain PA101T),No cure (note: treatment is mainly supportive)
Rous sarcoma virus subgroup E (strain Schmidt-Ruppin),No cure (note: treatment is mainly supportive)
Chlamydia abortus,"Azithromycin, Doxycycline"
Salmonella enteritidis (strain 2009K0958),"Ciprofloxacin, Azithromycin"
Streptococcus sp. (strain 19909),"Penicillin, Ceftriaxone"
Shigella phage 7888,No cure (note: treatment is mainly supportive)
Trichophyton verrucosum,"Terbinafine, Itraconazole"
Treponema denticola,"Penicillin, Doxycycline"
Listeria monocytogenes serotype 1/2a (strain 08-5923),"Ampicillin, Gentamicin"
Salmonella potsdam,"Ciprofloxacin, Azithromycin"
Clostridioides mangenotii (strain LM2),"Metronidazole, Vancomycin"
Staphylococcus aureus (strain JKD6008),"Methicillin, Ciprofloxacin"
Salmonella ordonez,"Ciprofloxacin, Azithromycin"
Paraclostridium sordellii (strain ATCC 9714 / DSM 2141 / JCM 3814 / LMG 15708 / NCIMB 10717 / 211),"Metronidazole, Vancomycin"
Human cytomegalovirus,"Valganciclovir, Ganciclovir, Foscarnet"
Haemophilus influenzae,"Amoxicillin, Ceftriaxone, Azithromycin"
Ureaplasma urealyticum,"Doxycycline, Azithromycin"
Corynebacterium nephridii,"Ceftriaxone, Gentamicin"
Acinetobacter baumannii,"Imipenem, Meropenem, Colistin"
Bacillus cereus,"Clindamycin, Vancomycin"
Vermamoeba vermiformis,"Metronidazole, Tinidazole"
Ateline herpesvirus 3,"Acyclovir, Valacyclovir, Famciclovir"
Saimiriine herpesvirus 2,"Acyclovir, Valacyclovir, Famciclovir"
Flavobacterium psychrophilum,"Ciprofloxacin, Gentamicin"
Bordetella parapertussis,"Azithromycin, Clarithromycin, Erythromycin"
Shewanella massilia,"Ciprofloxacin, Gentamicin"
Proteus inconstans,"Amoxicillin, Ceftriaxone, Gentamicin"
Anopheles merus,"No specific treatment, but can transmit malaria ( Chloroquine, Artemisinin-based combination therapy)"
Culex tarsalis,"No specific treatment, but can transmit West Nile virus ( Ribavirin, Interferon)"
Vibrio sp. (strain ANT-300),"Ciprofloxacin, Gentamicin"
Citrobacter intermedius,"Ciprofloxacin, Gentamicin"
Fusarium sporotrichioides,"Amphotericin B, Voriconazole"
Pseudomonas putida (strain DSM 28064 / B6-2),"Ciprofloxacin, Gentamicin"
Fusarium acaciae-mearnsii,"Amphotericin B, Voriconazole"
Fusarium asiaticum,"Amphotericin B, Voriconazole"
Fusarium austroamericanum,"Amphotericin B, Voriconazole"
Fusarium boothii,"Amphotericin B, Voriconazole"
Fusarium cerealis,"Amphotericin B, Voriconazole"
Fusarium cortaderiae,"Amphotericin B, Voriconazole"
Fusarium meridionale,"Amphotericin B, Voriconazole"
Fusarium mesoamericanum,"Amphotericin B, Voriconazole"
Fusarium poae,"Amphotericin B, Voriconazole"
Fusarium pseudograminearum,"Amphotericin B, Voriconazole"
Human herpesvirus 1,"Acyclovir, Valacyclovir, Famciclovir"
Human herpesvirus 7,"Acyclovir, Valacyclovir, Famciclovir"
Pneumocystis jirovecii,"Trimethoprim-Sulfamethoxazole, Pentamidine"
Plasmodium falciparum,"Chloroquine, Artemisinin, Mefloquine"
Mycobacterium tuberculosis,"Isoniazid, Rifampicin, Ethambutol, Pyrazinamide"
Riemerella anatipestifer,"No specific treatment, but can cause respiratory infections (Azithromycin, Ceftriaxone)"
Phoneutria reidyi,"Antivenom ( Phoneutria antivenom), Pain management (Morphine, Fentanyl)"
Phoneutria boliviensis,"Antivenom (Phoneutria antivenom), Pain management (Morphine, Fentanyl)"
Buthus sp. (strain IY-2001),"Antivenom (Scorpion antivenom), Pain management (Morphine, Fentanyl)"
Scolopendra morsitans,"Antivenom (Scolopendra antivenom), Pain management (Morphine, Fentanyl)"
Phoneutria pertyi,"Antivenom (Phoneutria antivenom), Pain management (Morphine, Fentanyl)"
Gloydius tsushimaensis,"Antivenom (Gloydius antivenom), Pain management (Morphine, Fentanyl)"
Treponema pallidum subsp. pertenue,"Penicillin, Doxycycline, Azithromycin"
Enterococcus faecalis,"Vancomycin, Linezolid, Daptomycin"
Human herpesvirus 7,"Acyclovir, Valacyclovir, Famciclovir"
Human herpesvirus 6B,"Acyclovir, Valacyclovir, Famciclovir"
Human cytomegalovirus (strain Toledo),"Valganciclovir, Ganciclovir, Foscarnet"
Human cytomegalovirus (strain Eisenhardt),"Valganciclovir, Ganciclovir, Foscarnet"
Helicobacter heilmannii,"Clarithromycin, Amoxicillin, Metronidazole"
Streptococcus parasanguinis,"Penicillin, Amoxicillin, Clindamycin"
Streptococcus salivarius,"Penicillin, Amoxicillin, Clindamycin"
Yersinia aldovae,"Ciprofloxacin, Gentamicin, Doxycycline"
Yersinia bercovieri,"Ciprofloxacin, Gentamicin, Doxycycline"
Yersinia frederiksenii,"Ciprofloxacin, Gentamicin, Doxycycline"
Yersinia mollaretii,"Ciprofloxacin, Gentamicin, Doxycycline"
Yersinia rohdei,"Ciprofloxacin, Gentamicin, Doxycycline"
Gloydius blomhoffii blomhoffii,"Antivenom (Gloydius antivenom), Pain management (Morphine, Fentanyl)"
Haemophilus influenzae (strain R2866),"Amoxicillin, Ceftriaxone, Azithromycin"
Bartonella schoenbuchensis,"Doxycycline, Azithromycin, Erythromycin"
Human papillomavirus 3,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 4,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 5,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 7,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 8,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 9,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 1,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 10,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 11,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 12,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 13,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 14,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 15,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus type 16,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 17,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus type 18,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 19,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 20,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 21,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 22,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 23,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 24,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 25,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus type 26,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 27,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 28,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 29,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus type 2a,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 30,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 31,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus type 32,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 33,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus type 34,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 35,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 36,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 37,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 38,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 39,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 40,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus type 41,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 42,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 44,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 45,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 47,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus type 48,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus type 49,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 51,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 52,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus type 53,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus type 54,"Imiquimod, Podophyllotoxin, Interferon"
Reston ebolavirus,"Brincidofovir, ZMapp"
Tai Forest ebolavirus,"Brincidofovir, ZMapp"
Human immunodeficiency virus type 1,"Antiretroviral therapy (ART) - Emtricitabine, Tenofovir, Efavirenz"
Simian immunodeficiency virus,"Antiretroviral therapy (ART) - Emtricitabine, Tenofovir, Efavirenz"
Amanita virosa,"Gastric lavage, Activated charcoal, Supportive care"
Pseudechis rossignolii,"Antivenom (Pseudechis antivenom), Pain management (Morphine, Fentanyl)"
Pseudonaja textilis textilis,"Antivenom (Pseudonaja antivenom), Pain management (Morphine, Fentanyl)"
Pseudocerastes persicus,"Antivenom (Pseudocerastes antivenom), Pain management (Morphine, Fentanyl)"
Bothrops barnetti,"Antivenom (Bothrops antivenom), Pain management (Morphine, Fentanyl)"
Crotalus molossus molossus,"Antivenom (Crotalus antivenom), Pain management (Morphine, Fentanyl)"
Crotalus molossus nigrescens,"Antivenom (Crotalus antivenom), Pain management (Morphine, Fentanyl)"
Crotalus cerastes cerastes,"Antivenom (Crotalus antivenom), Pain management (Morphine, Fentanyl)"
Crotalus cerberus,"Antivenom (Crotalus antivenom), Pain management (Morphine, Fentanyl)"
Crotalus durissus durissus,"Antivenom (Crotalus antivenom), Pain management (Morphine, Fentanyl)"
Echis leucogaster,"Antivenom (Echis antivenom), Pain management (Morphine, Fentanyl)"
Cerrophidion sasai,"Antivenom (Cerrophidion antivenom), Pain management (Morphine, Fentanyl)"
Crotalus morulus,"Antivenom (Crotalus antivenom), Pain management (Morphine, Fentanyl)"
Human papillomavirus 62,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus type 64,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 67,"Imiquimod, Podophyllotoxin, Interferon"
Human papillomavirus 82,"Imiquimod, Podophyllotoxin, Interferon"
Avian infectious bronchitis virus,"Amantadine, Ribavirin"
Porcine epidemic diarrhea virus,"Interferon, Ribavirin"
African horse sickness virus,"No specific treatment, but supportive care and antipyretics (Acetaminophen, Ibuprofen)"
Bluetongue virus,"No specific treatment, but supportive care and antipyretics (Acetaminophen, Ibuprofen)"
Epizootic hemorrhagic disease virus,"No specific treatment, but supportive care and antipyretics (Acetaminophen, Ibuprofen)"
Murine polyomavirus,"No specific treatment, but supportive care and antipyretics (Acetaminophen, Ibuprofen)"
Gallid herpesvirus 2,"Acyclovir, Valacyclovir, Famciclovir"
Rotavirus A,"No specific treatment, but supportive care and antipyretics (Acetaminophen, Ibuprofen)"
Rotavirus A,"No specific treatment, but supportive care and antipyretics (Acetaminophen, Ibuprofen)"
Rotavirus C,"No specific treatment, but supportive care and antipyretics (Acetaminophen, Ibuprofen)"
Bothrocophias androanus,"Antivenom (Bothrocophias antivenom), Pain management (Morphine, Fentanyl)"
Gloydius shedaoensis,"Antivenom (Gloydius antivenom), Pain management (Morphine, Fentanyl)"
Rat cytomegalovirus,"No specific treatment, but supportive care and antipyretics (Acetaminophen, Ibuprofen)"
Perkinsus olseni,"No specific treatment, but supportive care and antipyretics (Acetaminophen, Ibuprofen)"
Pituophis melanoleucus,"Antivenom (Pituophis antivenom), Pain management (Morphine, Fentanyl)"
Helicobacter pylori,"Clarithromycin, Amoxicillin, Metronidazole"
Mycoplasma mycoides,"Doxycycline, Azithromycin, Erythromycin"
Streptococcus gallolyticus,"Penicillin, Amoxicillin, Clindamycin"
Lymphocytic choriomeningitis virus,"Ribavirin, Interferon"
Cladophialophora bantiana,"Amphotericin B, Itraconazole, Voriconazole"
